id,title,author,date,views,likes,link
2550,Lifesaving scientific tools made of paper,Manu Prakash,April 2017,1400000,44000,https://ted.com/talks/manu_prakash_lifesaving_scientific_tools_made_of_paper
2551,How to spot a misleading graph,Lea Gaslowitz,July 2017,2400000,74000,https://ted.com/talks/lea_gaslowitz_how_to_spot_a_misleading_graph
2552,Don't feel sorry for refugees — believe in them,Luma Mufleh,April 2017,1800000,54000,https://ted.com/talks/luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them
2553,A celebration of natural hair,Cheyenne Cochrane,November 2016,1400000,44000,https://ted.com/talks/cheyenne_cochrane_a_celebration_of_natural_hair
2554,Why design should include everyone,Sinéad Burke,March 2017,1500000,46000,https://ted.com/talks/sinead_burke_why_design_should_include_everyone
2555,The refugee crisis is a test of our character,David Miliband,April 2017,1500000,45000,https://ted.com/talks/david_miliband_the_refugee_crisis_is_a_test_of_our_character
2556,Why we need to imagine different futures,Anab Jain,April 2017,1800000,55000,https://ted.com/talks/anab_jain_why_we_need_to_imagine_different_futures
2557,Doesn't everyone deserve a chance at a good life?,Jim Yong Kim,April 2017,1700000,53000,https://ted.com/talks/jim_yong_kim_doesn_t_everyone_deserve_a_chance_at_a_good_life
2558,"""Awoo""", Sofi Tukker,March 2017,1900000,59000,https://ted.com/talks/sofi_tukker_awoo
2559,Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,November 2016,1300000,41000,https://ted.com/talks/sharon_terry_science_didn_t_understand_my_kids_rare_disease_until_i_decided_to_study_it
2560,When I die, recompose me,Katrina Spade,March 2016,1400000,42000,https://ted.com/talks/katrina_spade_when_i_die_recompose_me
2561,How I built a jet suit,Richard Browning,April 2017,2300000,70000,https://ted.com/talks/richard_browning_how_i_built_a_jet_suit
2562,Why you should define your fears instead of your goals,Tim Ferriss,April 2017,10000000,325000,https://ted.com/talks/tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals
2563,Why do people join cults?,Janja Lalich,June 2017,4600000,140000,https://ted.com/talks/janja_lalich_why_do_people_join_cults
2564,12 truths I learned from life and writing,Anne Lamott,April 2017,6500000,195000,https://ted.com/talks/anne_lamott_12_truths_i_learned_from_life_and_writing
2565,What happens in your brain when you pay attention?,Mehdi Ordikhani-Seyedlar,April 2017,3400000,102000,https://ted.com/talks/mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention
2566,The genius of Marie Curie,Shohini Ghose,June 2017,3200000,96000,https://ted.com/talks/shohini_ghose_the_genius_of_marie_curie
2567,To understand autism, don't look away,Carina Morillo,October 2016,734000,22000,https://ted.com/talks/carina_morillo_to_understand_autism_don_t_look_away
2568,Why glass towers are bad for city life — and what we need instead,Justin Davidson,March 2017,1500000,46000,https://ted.com/talks/justin_davidson_why_glass_towers_are_bad_for_city_life_and_what_we_need_instead
2569,How to see past your own perspective and find truth,Michael Patrick Lynch,April 2017,1900000,57000,https://ted.com/talks/michael_patrick_lynch_how_to_see_past_your_own_perspective_and_find_truth
2570,Why don't perpetual motion machines ever work?,Netta Schramm,June 2017,14000000,430000,https://ted.com/talks/netta_schramm_why_don_t_perpetual_motion_machines_ever_work
2571,How to design a library that makes kids want to read ,Michael Bierut,March 2017,1900000,58000,https://ted.com/talks/michael_bierut_how_to_design_a_library_that_makes_kids_want_to_read
2572,Songs that bring history to life,Rhiannon Giddens,February 2016,1500000,47000,https://ted.com/talks/rhiannon_giddens_songs_that_bring_history_to_life
2573,No one should die because they live too far from a doctor,Raj Panjabi,April 2017,1400000,42000,https://ted.com/talks/raj_panjabi_no_one_should_die_because_they_live_too_far_from_a_doctor
2574,Am I not human? A call for criminal justice reform,Marlon Peterson,December 2016,1200000,37000,https://ted.com/talks/marlon_peterson_am_i_not_human_a_call_for_criminal_justice_reform
2575,Don't fear intelligent machines. Work with them,Garry Kasparov,April 2017,1800000,56000,https://ted.com/talks/garry_kasparov_don_t_fear_intelligent_machines_work_with_them
2576,Who were the Vestal Virgins, and what was their job?,Peta Greenfield,May 2017,8700000,262000,https://ted.com/talks/peta_greenfield_who_were_the_vestal_virgins_and_what_was_their_job
2577,How pollution is changing the ocean's chemistry,Triona McGrath,February 2016,1600000,48000,https://ted.com/talks/triona_mcgrath_how_pollution_is_changing_the_ocean_s_chemistry
2578,How to find a wonderful idea, OK Go,April 2017,2400000,73000,https://ted.com/talks/ok_go_how_to_find_a_wonderful_idea
2579,A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,October 2016,1100000,33000,https://ted.com/talks/nina_fedoroff_a_secret_weapon_against_zika_and_other_mosquito_borne_diseases
2580,The world's most mysterious book,Stephen Bax,May 2017,8000000,242000,https://ted.com/talks/stephen_bax_the_world_s_most_mysterious_book
2581,This is what democracy looks like,Anthony D. Romero,April 2017,1200000,38000,https://ted.com/talks/anthony_d_romero_this_is_what_democracy_looks_like
2582,Why I speak up about living with epilepsy,Sitawa Wafula,February 2017,914000,27000,https://ted.com/talks/sitawa_wafula_why_i_speak_up_about_living_with_epilepsy
2583,Poverty isn't a lack of character, it's a lack of cash,Rutger Bregman,April 2017,3800000,114000
2584,The trauma of systematic racism is killing Black women. A first step toward change...,T. Morgan Dixon and Vanessa Garrison,April 2017,1400000,42000,https://ted.com/talks/t_morgan_dixon_and_vanessa_garrison_the_trauma_of_systematic_racism_is_killing_black_women_a_first_step_toward_change
2585,Why school should start later for teens,Wendy Troxel,November 2016,2200000,67000,https://ted.com/talks/wendy_troxel_why_school_should_start_later_for_teens
2586,A brief history of goths,Dan Adams,May 2017,3400000,104000,https://ted.com/talks/dan_adams_a_brief_history_of_goths
2587,A climate solution where all sides can win,Ted Halstead,April 2017,1600000,48000,https://ted.com/talks/ted_halstead_a_climate_solution_where_all_sides_can_win
2588,What makes life worth living in the face of death,Lucy Kalanithi,November 2016,2400000,74000,https://ted.com/talks/lucy_kalanithi_what_makes_life_worth_living_in_the_face_of_death
2589,The history of Tea,Shunan Teng,May 2017,5400000,164000,https://ted.com/talks/shunan_teng_the_history_of_tea
2590,3 principles for creating safer AI,Stuart Russell,April 2017,1500000,46000,https://ted.com/talks/stuart_russell_3_principles_for_creating_safer_ai
2591,How does your body process medicine?,Céline Valéry,May 2017,3600000,110000,https://ted.com/talks/celine_valery_how_does_your_body_process_medicine
2592,Thoughts on humanity, fame and love,Shah Rukh Khan,April 2017,11000000,338000,https://ted.com/talks/shah_rukh_khan_thoughts_on_humanity_fame_and_love
2593,How human noise affects ocean habitats,Kate Stafford,November 2016,1200000,38000,https://ted.com/talks/kate_stafford_how_human_noise_affects_ocean_habitats
2594,Poetry, music and identity,Jorge Drexler,April 2017,1800000,55000,https://ted.com/talks/jorge_drexler_poetry_music_and_identity
2595,The biology of our best and worst selves,Robert Sapolsky,April 2017,2300000,69000,https://ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves
2596,A tribute to nurses,Carolyn Jones,November 2016,1400000,44000,https://ted.com/talks/carolyn_jones_a_tribute_to_nurses
2597,A summer school kids actually want to attend,Karim Abouelnaga,April 2017,1200000,37000,https://ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend
2598,There's no shame in taking care of your mental health,Sangu Delle,February 2017,2600000,79000,https://ted.com/talks/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health
2599,How (and why) Russia hacked the US election,Laura Galante,April 2017,2600000,80000,https://ted.com/talks/laura_galante_how_and_why_russia_hacked_the_us_election
2600,Behind the lies of Holocaust denial,Deborah Lipstadt,April 2017,1500000,45000,https://ted.com/talks/deborah_lipstadt_behind_the_lies_of_holocaust_denial
2601,Can you solve the pirate riddle?,Alex Gendler,May 2017,9100000,274000,https://ted.com/talks/alex_gendler_can_you_solve_the_pirate_riddle
2602,The future we're building — and boring,Elon Musk,April 2017,28000000,849000,https://ted.com/talks/elon_musk_the_future_we_re_building_and_boring
2603,What you can do to prevent Alzheimer's,Lisa Genova,April 2017,6000000,180000,https://ted.com/talks/lisa_genova_what_you_can_do_to_prevent_alzheimer_s
2604,On tennis, love and motherhood,Serena Williams and Gayle King,April 2017,2600000,78000,https://ted.com/talks/serena_williams_and_gayle_king_on_tennis_love_and_motherhood
2605,Why the only future worth building includes everyone,His Holiness Pope Francis,April 2017,3700000,113000,https://ted.com/talks/his_holiness_pope_francis_why_the_only_future_worth_building_includes_everyone
2606,Science in service to the public good,Siddhartha Roy,November 2016,1000000,32000,https://ted.com/talks/siddhartha_roy_science_in_service_to_the_public_good
2607,Why are sloths so slow?,Kenny Coogan,April 2017,5400000,162000,https://ted.com/talks/kenny_coogan_why_are_sloths_so_slow
2608,How fake news does real harm,Stephanie Busari,February 2017,1400000,44000,https://ted.com/talks/stephanie_busari_how_fake_news_does_real_harm
2609,The evolution of animal genitalia,Menno Schilthuizen,April 2017,2800000,86000,https://ted.com/talks/menno_schilthuizen_the_evolution_of_animal_genitalia
2610,Why do animals have such different lifespans?,Joao Pedro de Magalhaes,April 2017,5100000,154000,https://ted.com/talks/joao_pedro_de_magalhaes_why_do_animals_have_such_different_lifespans
2611,How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",January 2016,6500000,195000,https://ted.com/talks/curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison
2612,A doctor's case for medical marijuana,David Casarett,November 2016,2900000,89000,https://ted.com/talks/david_casarett_a_doctor_s_case_for_medical_marijuana
2613,A video game to cope with grief,Amy Green,February 2017,1700000,53000,https://ted.com/talks/amy_green_a_video_game_to_cope_with_grief
2614,How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,October 2016,1300000,41000,https://ted.com/talks/natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies
2615,How do you build a sacred space?,Siamak Hariri,March 2017,1400000,43000,https://ted.com/talks/siamak_hariri_how_do_you_build_a_sacred_space
2616,The three different ways mammals give birth,Kate Slabosky,April 2017,6000000,181000,https://ted.com/talks/kate_slabosky_the_three_different_ways_mammals_give_birth
2617,We should all be feminists,Chimamanda Ngozi Adichie,December 2012,4800000,146000,https://ted.com/talks/chimamanda_ngozi_adichie_we_should_all_be_feminists
2618,A simple birth kit for mothers in the developing world,Zubaida Bai,December 2016,1000000,30000,https://ted.com/talks/zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world
2619,An intergalactic guide to using a defibrillator,Todd Scott,January 2017,1100000,35000,https://ted.com/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator
2620,In praise of conflict,Jonathan Marks,February 2017,1400000,42000,https://ted.com/talks/jonathan_marks_in_praise_of_conflict
2621,Why do we itch?,Emma Bryce,April 2017,6000000,181000,https://ted.com/talks/emma_bryce_why_do_we_itch
2622,3 ways to plan for the (very) long term,Ari Wallach,October 2016,2500000,77000,https://ted.com/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term
2623,How we can find ourselves in data,Giorgia Lupi,March 2017,1300000,40000,https://ted.com/talks/giorgia_lupi_how_we_can_find_ourselves_in_data
2624,How racism makes us sick,David R. Williams,November 2016,1700000,52000,https://ted.com/talks/david_r_williams_how_racism_makes_us_sick
2625,The conversation we're not having about digital child abuse,Sebastián Bortnik,October 2016,564000,16000,https://ted.com/talks/sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse
2626,How to take a picture of a black hole,Katie Bouman,November 2016,5600000,170000,https://ted.com/talks/katie_bouman_how_to_take_a_picture_of_a_black_hole
2627,Political common ground in a polarized United States,Gretchen Carlson, David Brooks,March 2017,1000000,32000,https://ted.com/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states
2628,Know your worth, and then ask for it,Casey Brown,May 2015,3500000,105000,https://ted.com/talks/casey_brown_know_your_worth_and_then_ask_for_it
2629,Can you solve the virus riddle?,Lisa Winer,April 2017,10000000,316000,https://ted.com/talks/lisa_winer_can_you_solve_the_virus_riddle
2630,A young poet tells the story of Darfur,Emtithal Mahmoud,November 2016,1100000,33000,https://ted.com/talks/emtithal_mahmoud_a_young_poet_tells_the_story_of_darfur
2631,"""Music for Wood and Strings""",Sō Percussion,February 2016,846000,25000,https://ted.com/talks/so_percussion_music_for_wood_and_strings
2632,How early life experience is written into DNA,Moshe Szyf,July 2016,1600000,48000,https://ted.com/talks/moshe_szyf_how_early_life_experience_is_written_into_dna
2633,Addiction is a disease. We should treat it like one,Michael Botticelli,October 2016,1700000,52000,https://ted.com/talks/michael_botticelli_addiction_is_a_disease_we_should_treat_it_like_one
2634,What we don't know about mother's milk,Katie Hinde,October 2016,1400000,44000,https://ted.com/talks/katie_hinde_what_we_don_t_know_about_mother_s_milk
2635,A plan to recycle the unrecyclable,Ashton Cofer,December 2016,1400000,44000,https://ted.com/talks/ashton_cofer_a_plan_to_recycle_the_unrecyclable
2636,3 ways to spot a bad statistic,Mona Chalabi,February 2017,2100000,63000,https://ted.com/talks/mona_chalabi_3_ways_to_spot_a_bad_statistic
2637,Who would the rest of the world vote for in your country's election?,Simon Anholt,November 2016,1100000,35000,https://ted.com/talks/simon_anholt_who_would_the_rest_of_the_world_vote_for_in_your_country_s_election
2638,How the food you eat affects your gut,Shilpa Ravella,March 2017,4800000,146000,https://ted.com/talks/shilpa_ravella_how_the_food_you_eat_affects_your_gut
2639,Why civilians suffer more once a war is over,Margaret Bourdeaux,November 2015,998000,29000,https://ted.com/talks/margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over
2640,History's deadliest colors,J. V. Maranto,May 2017,7000000,210000,https://ted.com/talks/j_v_maranto_history_s_deadliest_colors
2641,Asking for help is a strength, not a weakness,Michele L. Sullivan,October 2016,1700000,51000,https://ted.com/talks/michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness
2642,Meet the tardigrade, the toughest animal on Earth,Thomas Boothby,March 2017,4400000,134000,https://ted.com/talks/thomas_boothby_meet_the_tardigrade_the_toughest_animal_on_earth
2643,Lifelike simulations that make real-life surgery safer,Peter Weinstock,January 2016,1000000,32000,https://ted.com/talks/peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer
2644,Inside America's dead shopping malls,Dan Bell,October 2016,2200000,67000,https://ted.com/talks/dan_bell_inside_america_s_dead_shopping_malls
2645,"""Turceasca""", Silk Road Ensemble,February 2016,762000,22000,https://ted.com/talks/silk_road_ensemble_turceasca
2646,Should we simplify spelling?,Karina Galperin,September 2015,632000,18000,https://ted.com/talks/karina_galperin_should_we_simplify_spelling
2647,The history of chocolate,Deanna Pucciarelli,March 2017,8000000,240000,https://ted.com/talks/deanna_pucciarelli_the_history_of_chocolate
2648,What young women believe about their own sexual pleasure,Peggy Orenstein,October 2016,4300000,129000,https://ted.com/talks/peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure
2649,Adventures of an asteroid hunter,Carrie Nugent,February 2016,1400000,44000,https://ted.com/talks/carrie_nugent_adventures_of_an_asteroid_hunter
2650,A burial practice that nourishes the planet,Caitlin Doughty,November 2016,1300000,40000,https://ted.com/talks/caitlin_doughty_a_burial_practice_that_nourishes_the_planet
2651,The myth of Icarus and Daedalus,Amy Adkins,March 2017,7000000,210000,https://ted.com/talks/amy_adkins_the_myth_of_icarus_and_daedalus
2652,Beautiful new words to describe obscure emotions,John Koenig,February 2016,1900000,58000,https://ted.com/talks/john_koenig_beautiful_new_words_to_describe_obscure_emotions
2653,How I'm fighting bias in algorithms,Joy Buolamwini,November 2016,1500000,45000,https://ted.com/talks/joy_buolamwini_how_i_m_fighting_bias_in_algorithms
2654,Why women should tell the stories of humanity,Jude Kelly,October 2016,1200000,38000,https://ted.com/talks/jude_kelly_why_women_should_tell_the_stories_of_humanity
2655,To raise brave girls, encourage adventure,Caroline Paul,October 2016,2000000,62000,https://ted.com/talks/caroline_paul_to_raise_brave_girls_encourage_adventure
2656,I grew up in the Westboro Baptist Church. Here's why I left,Megan Phelps-Roper,February 2017,10000000,316000,https://ted.com/talks/megan_phelps_roper_i_grew_up_in_the_westboro_baptist_church_here_s_why_i_left
2657,A scientific approach to the paranormal,Carrie Poppy,October 2016,2100000,64000,https://ted.com/talks/carrie_poppy_a_scientific_approach_to_the_paranormal
2658,"""Rollercoaster""",Sara Ramirez,November 2015,1200000,37000,https://ted.com/talks/sara_ramirez_rollercoaster
2659,Stories from a home for terminally ill children,Kathy Hull,October 2016,1000000,31000,https://ted.com/talks/kathy_hull_stories_from_a_home_for_terminally_ill_children
2660,What I learned from 2,000 obituaries,Lux Narayan,January 2017,1800000,54000,https://ted.com/talks/lux_narayan_what_i_learned_from_2_000_obituaries
2661,This app makes it fun to pick up litter,Jeff Kirschner,December 2016,1400000,44000,https://ted.com/talks/jeff_kirschner_this_app_makes_it_fun_to_pick_up_litter
2662,Smelfies, and other experiments in synthetic biology,Ani Liu,November 2016,976000,29000,https://ted.com/talks/ani_liu_smelfies_and_other_experiments_in_synthetic_biology
2663,How to practice effectively...for just about anything,Annie Bosler and Don Greene,February 2017,12000000,362000,https://ted.com/talks/annie_bosler_and_don_greene_how_to_practice_effectively_for_just_about_anything
2664,The data behind Hollywood's sexism,Stacy Smith,October 2016,1200000,36000,https://ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism
2665,A few ways to fix a government,Charity Wayua,November 2016,1100000,34000,https://ted.com/talks/charity_wayua_a_few_ways_to_fix_a_government
2666,A robot that eats pollution,Jonathan Rossiter,March 2016,1400000,42000,https://ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution
2667,The racial politics of time,Brittney Cooper,October 2016,1000000,31000,https://ted.com/talks/brittney_cooper_the_racial_politics_of_time
2668,Can you solve the three gods riddle?,Alex Gendler,February 2017,11000000,341000,https://ted.com/talks/alex_gendler_can_you_solve_the_three_gods_riddle
2669,Nationalism vs. globalism: the new political divide,Yuval Noah Harari,February 2017,3500000,107000,https://ted.com/talks/yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide
2670,Don't fear superintelligent AI,Grady Booch,November 2016,2900000,88000,https://ted.com/talks/grady_booch_don_t_fear_superintelligent_ai
2671,How jails extort the poor,Salil Dudani,April 2016,1100000,35000,https://ted.com/talks/salil_dudani_how_jails_extort_the_poor
2672,3 ways to fix a broken news industry,Lara Setrakian,January 2017,1300000,39000,https://ted.com/talks/lara_setrakian_3_ways_to_fix_a_broken_news_industry
2673,How to practice safe sexting,Amy Adele Hasinoff,June 2016,1600000,49000,https://ted.com/talks/amy_adele_hasinoff_how_to_practice_safe_sexting
2674,An electrifying acoustic guitar performance, Rodrigo y Gabriela,March 2015,3000000,90000,https://ted.com/talks/rodrigo_y_gabriela_an_electrifying_acoustic_guitar_performance
2675,What happens during a heart attack?,Krishna Sudhir,February 2017,6600000,198000,https://ted.com/talks/krishna_sudhir_what_happens_during_a_heart_attack
2676,How racism harms pregnant women — and what can help,Miriam Zoila Pérez,October 2016,1000000,30000,https://ted.com/talks/miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help
2677,What it's like to be a parent in a war zone,Aala El-Khani,February 2016,1000000,32000,https://ted.com/talks/aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone
2678,What is bipolar disorder?,Helen M. Farrell,February 2017,6000000,180000,https://ted.com/talks/helen_m_farrell_what_is_bipolar_disorder
2679,4 ways to make a city more walkable,Jeff Speck,October 2013,2400000,72000,https://ted.com/talks/jeff_speck_4_ways_to_make_a_city_more_walkable
2680,New nanotech to detect cancer early,Joshua Smith,November 2016,1000000,32000,https://ted.com/talks/joshua_smith_new_nanotech_to_detect_cancer_early
2681,Our story of rape and reconciliation,Thordis Elva and Tom Stranger,October 2016,6100000,185000,https://ted.com/talks/thordis_elva_and_tom_stranger_our_story_of_rape_and_reconciliation
2682,The incredible inventions of intuitive AI,Maurice Conti,April 2016,7200000,216000,https://ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai
2683,What time is it on Mars?,Nagin Cox,November 2016,2100000,64000,https://ted.com/talks/nagin_cox_what_time_is_it_on_mars
2684,My son was a Columbine shooter. This is my story,Sue Klebold,November 2016,13000000,395000,https://ted.com/talks/sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story
2685,How to get better at the things you care about,Eduardo Briceño,November 2016,4099999,123000,https://ted.com/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about
2686,Why you should love statistics,Alan Smith,April 2016,2000000,61000,https://ted.com/talks/alan_smith_why_you_should_love_statistics
2687,Help discover ancient ruins — before it's too late,Sarah Parcak,February 2016,1000000,31000,https://ted.com/talks/sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late
2688,A young scientist's quest for clean water,Deepika Kurup,October 2016,1200000,37000,https://ted.com/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water
2689,What we don't know about Europe's Muslim kids,Deeyah Khan,April 2016,1400000,43000,https://ted.com/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids
2690,The myth behind the Chinese zodiac,Megan Campisi and Pen-Pen Chen,January 2017,7000000,212000,https://ted.com/talks/megan_campisi_and_pen_pen_chen_the_myth_behind_the_chinese_zodiac
2691,Where is cybercrime really coming from?,Caleb Barlow,November 2016,1700000,51000,https://ted.com/talks/caleb_barlow_where_is_cybercrime_really_coming_from
2692,Buildings that blend nature and city,Jeanne Gang,October 2016,1700000,52000,https://ted.com/talks/jeanne_gang_buildings_that_blend_nature_and_city
2693,Mary's Room: A philosophical thought experiment,Eleanor Nelsen,January 2017,4000000,121000,https://ted.com/talks/eleanor_nelsen_mary_s_room_a_philosophical_thought_experiment
2694,The ethical dilemma of designer babies,Paul Knoepfler,October 2015,1600000,50000,https://ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies
2695,How to have better political conversations,Robb Willer,September 2016,2800000,86000,https://ted.com/talks/robb_willer_how_to_have_better_political_conversations
2696,Art made of the air we breathe,Emily Parsons-Lord,May 2016,1000000,30000,https://ted.com/talks/emily_parsons_lord_art_made_of_the_air_we_breathe
2697,How online abuse of women has spiraled out of control,Ashley Judd,October 2016,1900000,59000,https://ted.com/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control
2698,What happens when you have a disease doctors can't diagnose,Jennifer Brea,June 2016,2200000,67000,https://ted.com/talks/jennifer_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose
2699,How do animals experience pain?,Robyn J. Crook,January 2017,3300000,101000,https://ted.com/talks/robyn_j_crook_how_do_animals_experience_pain
2700,If a story moves you, act on it,Sisonke Msimang,October 2016,1400000,44000,https://ted.com/talks/sisonke_msimang_if_a_story_moves_you_act_on_it
2701,Would you sacrifice one person to save five?,Eleanor Nelsen,January 2017,4600000,139000,https://ted.com/talks/eleanor_nelsen_would_you_sacrifice_one_person_to_save_five
2702,To solve old problems, study new species,Alejandro Sánchez Alvarado,August 2016,1300000,41000,https://ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species
2703,Meet the inventor of the electronic spreadsheet,Dan Bricklin,November 2016,1200000,37000,https://ted.com/talks/dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet
2704,The next step in nanotechnology,George Tulevski,November 2016,1700000,52000,https://ted.com/talks/george_tulevski_the_next_step_in_nanotechnology
2705,A better way to talk about love,Mandy Len Catron,November 2015,2800000,86000,https://ted.com/talks/mandy_len_catron_a_better_way_to_talk_about_love
2706,The lies we tell pregnant women,Sofia Jawed-Wessel,October 2016,2600000,78000,https://ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women
2707,Want kids to learn well? Feed them well,Sam Kass,November 2015,1800000,54000,https://ted.com/talks/sam_kass_want_kids_to_learn_well_feed_them_well
2708,The world doesn't need more nuclear weapons,Erika Gregory,October 2016,1000000,30000,https://ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons
2709,Are you a giver or a taker?,Adam Grant,November 2016,9200000,276000,https://ted.com/talks/adam_grant_are_you_a_giver_or_a_taker
2710,Can you solve the counterfeit coin riddle?,Jennifer Lu,January 2017,8000000,241000,https://ted.com/talks/jennifer_lu_can_you_solve_the_counterfeit_coin_riddle
2711,Why are we so attached to our things?,Christian Jarrett,December 2016,2400000,72000,https://ted.com/talks/christian_jarrett_why_are_we_so_attached_to_our_things
2712,How we explore unanswered questions in physics,James Beacham,September 2016,1600000,49000,https://ted.com/talks/james_beacham_how_we_explore_unanswered_questions_in_physics
2713,Why do we kiss under mistletoe?,Carlos Reif,December 2016,936000,28000,https://ted.com/talks/carlos_reif_why_do_we_kiss_under_mistletoe
2714,It's time to reclaim religion,Sharon Brous,October 2016,1400000,43000,https://ted.com/talks/sharon_brous_it_s_time_to_reclaim_religion
2715,Why Earth may someday look like Mars,Anjali Tripathi,November 2015,1300000,39000,https://ted.com/talks/anjali_tripathi_why_earth_may_someday_look_like_mars
2716,What will you tell your daughters about 2016?,Chinaka Hodge,October 2016,1200000,38000,https://ted.com/talks/chinaka_hodge_what_will_you_tell_your_daughters_about_2016
2717,Why do airlines sell too many tickets?,Nina Klietsch,December 2016,2300000,71000,https://ted.com/talks/nina_klietsch_why_do_airlines_sell_too_many_tickets
2718,Will automation take away all our jobs?,David Autor,September 2016,1800000,55000,https://ted.com/talks/david_autor_will_automation_take_away_all_our_jobs
2719,Is there a limit to technological progress?,Clément Vidal,December 2016,678000,20000,https://ted.com/talks/clement_vidal_is_there_a_limit_to_technological_progress
2720,How to gain control of your free time,Laura Vanderkam,October 2016,12000000,373000,https://ted.com/talks/laura_vanderkam_how_to_gain_control_of_your_free_time
2721,How students of color confront impostor syndrome,Dena Simmons,November 2015,1400000,43000,https://ted.com/talks/dena_simmons_how_students_of_color_confront_impostor_syndrome
2722,Could a drug prevent depression and PTSD?,Rebecca Brachman,September 2016,1700000,52000,https://ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd
2723,How AI can bring on a second Industrial Revolution,Kevin Kelly,June 2016,1800000,55000,https://ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution
2724,Why curiosity is the key to science and medicine,Kevin B. Jones,September 2015,1000000,30000,https://ted.com/talks/kevin_b_jones_why_curiosity_is_the_key_to_science_and_medicine
2725,The neuroscience of imagination,Andrey Vyshedskiy,December 2016,777000,23000,https://ted.com/talks/andrey_vyshedskiy_the_neuroscience_of_imagination
2726,Do kids think of sperm donors as family?,Veerle Provoost,June 2016,1200000,36000,https://ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family
2727,Say your truths and seek them in others,Elizabeth Lesser,October 2016,2000000,61000,https://ted.com/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others
2728,What I learned from 100 days of rejection,Jia Jiang,May 2015,9000000,272000,https://ted.com/talks/jia_jiang_what_i_learned_from_100_days_of_rejection
2729,Let's clean up the space junk orbiting Earth,Natalie Panek,October 2015,1100000,34000,https://ted.com/talks/natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth
2730,A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,October 2016,1600000,50000,https://ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage
2731,4 larger-than-life lessons from soap operas,Kate Adams,September 2016,1700000,52000,https://ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas
2732,How an old loop of railroads is changing the face of a city,Ryan Gravel,October 2016,908000,27000,https://ted.com/talks/ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city
2733,Can you solve the airplane riddle?,Judd A. Schorr,December 2016,6000000,180000,https://ted.com/talks/judd_a_schorr_can_you_solve_the_airplane_riddle
2734,Maps that show us who we are (not just where we are),Danny Dorling,April 2016,1600000,50000,https://ted.com/talks/danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are
